vehicle_id,arrival_hour,departure_hour,arrival_soc,required_soc,energy_demand_kwh
1,17.77813612874098,8.250243932573646,0.43600341065275694,0.917030000954993,36.05065127644667
2,19.952618252962207,7.0,0.4458331480565888,0.9717590774595026,16.608346430333686
3,16.0,7.0,0.5399494963975853,0.9282201493946634,30.076017726923183
4,19.568012821828336,9.886828112124235,0.463252738586839,0.9177775314837177,5.366510573330891
5,17.684552083491795,8.183883351905159,0.4608426389710568,0.8157607302589769,22.276118272104146
6,16.0,8.1000954425797,0.5072510520701712,0.8533138873629889,21.720420700043416
7,20.065200808035954,7.909772335943792,0.47536249482805415,0.9523460063825007,44.35320867417143
8,16.0,8.78107326761645,0.5286168897576109,0.9284975152670691,31.773413026152994
9,16.0,10.0,0.5512781237167873,0.9360733136892537,22.642154572780314
10,18.724952917610604,8.523952667107793,0.6297533201861373,0.9317698466107449,22.86547009065079
11,19.142695020653576,7.411913173685448,0.30262130126444814,0.9644878264187687,39.012424043007755
12,19.941047640026422,7.866599142108456,0.4720843161116121,0.8869300037522438,7.992796705461245
13,19.483926033058932,9.070996467205255,0.34445149471040554,0.9060249979394651,39.702893556813954
14,20.953317250859257,7.417199398587002,0.27496615190811,0.8485662833435458,2.5250850708452357
15,19.40048590672484,8.852246489030264,0.2965689518379451,0.8360988708281812,23.979107510677157
16,17.735401112115074,7.0,0.47424332763422883,0.8178129642205971,19.684893737785085
17,17.85277776841619,7.770120428553614,0.4627378832179001,0.8557418250500076,19.566152410446197
18,17.435557622025577,8.628140013480667,0.46006180438576555,0.9776280907744821,10.519424972703915
19,18.590955048846368,9.270125546575713,0.3661429528646001,0.8223636466091981,5.453616852910486
20,16.0,7.181525782957607,0.40051221267676157,0.8848232007211402,21.524932801972383
21,18.681844397117906,7.0,0.5226629043814075,0.8353427338176921,13.84296071383527
22,17.827172986336773,7.73926483510818,0.2,0.8699513018498319,12.822410421123845
23,18.551270315774815,7.0,0.40369631476428763,0.908484689617601,5.980173301613339
24,18.55744606994132,7.850963333270471,0.41349342221901847,0.8649942063397497,20.06670151647694
25,16.0,7.993346545368762,0.5129956403616474,0.9544832432508231,25.426869790863357
26,16.197412362670665,7.0,0.2,0.9766989060424783,53.215817970882746
27,17.782742671822287,8.804439110110863,0.6242700618276118,0.8,0.4760225634699677
28,17.889030083404652,7.84278610663555,0.4320445636642765,0.8658503834824439,31.636721102086245
29,18.518778617999388,9.080459869005352,0.43998708200424047,0.9029571061136211,26.230039794746443
30,18.604696580663287,7.0,0.33979303640016606,0.9563058513007691,38.10363874714078
31,21.0,7.0,0.4807033532195266,0.8772877862423369,1.6986408528267802
32,18.624916962195893,8.516669308648119,0.40719310754246585,0.8990032302377096,5.404244687815849
33,17.373952583567117,7.200889429174737,0.5813472916159699,0.8421627887474026,2.1745041991231635
34,16.0,7.835464341950303,0.2,0.8233602073868828,30.568432091970138
35,16.0,8.000699117557176,0.42633187448357623,0.9722692344791467,43.88012396289476
36,19.07098361995041,8.15825598095337,0.46127685225661397,0.8087965063053532,6.846122758599042
37,20.120893628220937,7.3224337872662915,0.3720441408455363,1.0,12.360840969815982
38,21.0,8.14928656347248,0.3393001265039431,0.9362575699690872,6.943157786376302
39,16.344213842168575,7.217456294765519,0.3455564081546939,0.9339986537758378,26.20347002113514
40,17.392271129138145,8.674280468746772,0.42619589040517425,0.9287734333747215,2.017300311138638
41,18.484667372166225,7.885155980516977,0.2,0.8873657155999518,54.28432452675001
42,21.0,8.155036623595521,0.5447522441594845,0.9196042264850435,26.060761153567
43,18.22972293642779,10.0,0.3279802198456224,0.8905551656107763,36.42064928113697
44,21.0,7.0,0.4191704046050174,0.927653663822024,13.481448571687547
45,18.339945805814615,9.388582269040285,0.4550653400182101,0.8983156736545642,7.119726245650872
46,20.306490372856913,7.0,0.3211291919030565,0.8524825908449133,29.048698815471475
47,20.053159693104156,7.0,0.3803442389501506,0.8564713691869122,28.086431747569566
48,18.3321762650163,7.0,0.2,0.8507863812353749,54.85177121776652
49,16.0,7.0,0.5098185410999608,0.9485450365967155,31.761007165966312
50,17.4618111241421,8.203701798138852,0.5620103500483247,0.8691276693770451,0.46182502022431565
51,20.97809034776896,8.28984226416847,0.2,0.8043948419457569,43.55756745404248
52,19.755650336960226,7.745178731627636,0.3390260684955607,0.9198419332924402,34.99335935782601
53,17.132699346456306,7.85012203323754,0.21551959326387785,0.9757258781294791,14.901254692545141
54,17.315382722751202,8.52776476093166,0.37333895177688914,0.9386541594588764,43.45084564980286
55,16.0,8.833223877620739,0.4972954502081442,0.8698338217389144,31.237339488045404
56,20.88867758396362,7.0,0.5480963348884937,0.8206594142202456,22.401414905229316
57,19.772127120492307,7.638109028766998,0.5682779784140273,0.8932865948321245,17.121358992932944
58,17.725844357916294,7.930410177086991,0.596581573703832,0.8920388060951645,18.17449827958636
59,18.400268838346847,8.485315996560452,0.3666380832316652,0.8515400194843117,35.00396707179783
60,16.0,7.22733285772653,0.22795620568998415,0.9275518651121268,15.76654793222662
61,17.0265710079145,7.910778824406329,0.3828114549538047,0.9923313250415237,35.76688768583388
62,20.66889128172827,8.029983634527156,0.49499012534553644,0.9111141358729142,26.453981402495913
63,19.96309475346016,7.295529896540472,0.2159110328618714,0.9080238103499423,1.3639568865095202
64,18.661401114127862,7.2716848500521145,0.6490205430172363,0.8531385975583089,9.53841415379666
65,17.970563482730128,8.098745777637333,0.5346832808140513,0.9698707351530186,34.905847693137936
